"Time"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
200.0	0.0930693	0.1398431	0.3435551	0.5354375	0.5583316	0.2994227	0.4145393	0.6771472	0.5478739	0.7512751
250.0	0.0653015	0.0886361	0.3124305	0.5255509	0.6429076	0.3676576	0.5788573	0.8026375	0.5983088	0.6088625
300.0	0.1502136	0.0948080	0.4126412	0.4599706	0.5350145	0.2992928	0.5993621	0.6181808	0.7288696	0.6660468
350.0	0.0913323	0.0904510	0.3764574	0.4214017	0.5641511	0.3430145	0.6775364	0.5235399	0.7736935	0.7443968
400.0	0.1358562	0.1182462	0.5188737	0.5030134	0.6718907	0.2333228	0.5142803	0.6087675	0.6843619	0.8365310
450.0	0.1667014	0.0765614	0.3768678	0.4831358	0.6740419	0.3815948	0.4995680	0.5959077	0.7486546	0.7173045
500.0	0.1170103	0.0755040	0.4322347	0.5403027	0.7354699	0.3344889	0.5091151	0.7152812	0.6725776	0.6325963
550.0	0.4708819	0.0937210	0.3453156	0.6183860	0.4852550	0.3585150	0.4479249	0.7052075	0.7919255	0.5868152
600.0	0.5545089	0.1443166	0.4763379	0.6233838	0.3257959	0.3239021	0.4196698	0.7299200	0.5791635	0.6029599
650.0	0.5717737	0.1580246	0.3527660	0.6429242	0.2634359	0.2928635	0.4524902	0.7210641	0.6633159	0.6927663
700.0	0.6437458	0.0906398	0.3817925	0.7448212	0.1906673	0.3049710	0.6356541	0.6836201	0.8094115	0.7286575
750.0	0.6988616	0.0959292	0.4025808	0.6477586	0.1278089	0.2934906	0.5680143	0.7435989	0.6819686	0.8213812
800.0	0.6002293	0.1251139	0.3520098	0.7884273	0.1340147	0.3429125	0.5652458	0.6701132	0.7548764	0.6814079
850.0	0.7516840	0.0985328	0.4541817	0.7086632	0.1391781	0.3146772	0.3950302	0.6562918	0.6583495	0.6836276
900.0	0.7058190	0.0823597	0.4254553	0.7009680	0.0960015	0.3309160	0.4627621	0.6610090	0.6866225	0.7453896
950.0	0.6863142	0.1131190	0.3168437	0.6602306	0.1389801	0.3386791	0.5903798	0.6151949	0.7001660	0.6450720
1000.0	0.6785873	0.0780578	0.3340166	0.6695402	0.1181666	0.2846131	0.5938670	0.6823825	0.7702145	0.6068127

0.0	0.6927804	0.1735119	0.3080785	0.5990709	0.1445523	0.2494241	0.5905584	0.6367970	0.6891143	0.6944974
50.0	0.6137000	0.0954328	0.2815777	0.6576991	0.2136285	0.3952169	0.2199619	0.5711943	0.6843410	0.6816443
100.0	0.5923916	0.0704157	0.2896261	0.6349119	0.2556762	0.3336192	0.1706594	0.7645988	0.6408686	0.6201303
150.0	0.5868361	0.0880437	0.1935983	0.5846269	0.1315485	0.3849495	0.1213159	0.7072442	0.8166294	0.7047542
200.0	0.6293309	0.1149911	0.2186433	0.4509727	0.1687147	0.3736593	0.0786808	0.6970827	0.8038210	0.6925731
250.0	0.5170203	0.0990501	0.2137598	0.4333604	0.1772348	0.3834565	0.1242939	0.7901656	0.7563581	0.7286596
300.0	0.4709636	0.1159865	0.2892190	0.3898388	0.2365102	0.4000143	0.1323223	0.6791003	0.7090849	0.8249540
350.0	0.6269998	0.0802760	0.2997476	0.4384157	0.2065817	0.3912156	0.0792747	0.6322451	0.6641130	0.7280306
400.0	0.5284701	0.1042932	0.2573068	0.3779466	0.1484264	0.2349554	0.1492018	0.7928320	0.7596715	0.7133538
450.0	0.5110939	0.1482319	0.2196169	0.3494604	0.1235777	0.4213528	0.1158488	0.6740440	0.7145425	0.7374688
500.0	0.4882966	0.1153365	0.3025012	0.4211469	0.2365731	0.4517705	0.1350158	0.6484841	0.7176833	0.6872276
550.0	0.6433641	0.1181288	0.3245931	0.4513658	0.2487479	0.3075680	0.6042338	0.7092563	0.6728155	0.6264014
600.0	0.6171846	0.1228048	0.3060205	0.6388667	0.1447856	0.3823430	0.6519328	0.8569027	0.8328277	0.6102972
650.0	0.8024419	0.0804874	0.3987270	0.6134333	0.1544187	0.3415498	0.6791125	0.7222545	0.6930467	0.6109138
700.0	0.7804539	0.0871222	0.3594883	0.6801495	0.1578423	0.3402294	0.5099839	0.7069292	0.6455296	0.7232683
750.0	0.8290307	0.0996338	0.4407318	0.6614428	0.0912002	0.3014502	0.5312501	0.6374457	0.6898205	0.5949425
800.0	0.7490433	0.0988457	0.3369789	0.6225854	0.1013723	0.3563181	0.3978822	0.6009584	0.7440107	0.7923625
850.0	0.5887312	0.0482351	0.4387776	0.7599636	0.1361985	0.3467893	0.3892781	0.6715002	0.6533540	0.7493886
900.0	0.6694072	0.1078080	0.3228902	0.5764897	0.1683970	0.3105481	0.4222378	0.7085699	0.6421272	0.6938667
950.0	0.7164183	0.0819181	0.2685038	0.7964334	0.1180917	0.2960746	0.5092373	0.7121105	0.6454818	0.6612289
1000.0	0.8032117	0.1198640	0.3146458	0.6352872	0.1803657	0.2432311	0.5376463	0.6763547	0.6253106	0.5716938

0.0	0.7025546	0.0965407	0.4955336	0.6290043	0.1394119	0.2777284	0.5852446	0.6987308	0.7189792	0.6317014
50.0	0.2670111	0.0066399	0.4120065	0.6331020	0.1601289	0.3160889	0.3879914	0.3125419	0.8405381	0.7525926
100.0	0.1495577	0.0002031	0.3162661	0.6388113	0.3527526	0.4121452	0.5371867	0.2207124	0.7847303	0.6308077
150.0	0.1258573	0.0000726	0.3444491	0.5332911	0.5828865	0.4561672	0.5854555	0.1641590	0.6864760	0.6603441
200.0	0.1503708	0.0007181	0.3601180	0.4870183	0.6474004	0.5160537	0.4715633	0.1138825	0.7514894	0.7220521
250.0	0.1147272	0.0010901	0.2514869	0.3816565	0.5962019	0.5849437	0.5616858	0.0875836	0.7451011	0.9215333
300.0	0.1136885	0.0006993	0.4130228	0.4027960	0.7206053	0.6962295	0.5828932	0.1047608	0.7346484	0.6120013
350.0	0.1074903	0.0006402	0.5144453	0.4555527	0.6110892	0.6188064	0.5699641	0.1494655	0.7260995	0.7034582
400.0	0.0916218	0.0000216	0.3046374	0.4184513	0.7049432	0.6340790	0.5705248	0.1345381	0.7072688	0.7037104
450.0	0.0704370	0.0001071	0.4381759	0.4398207	0.6032927	0.4893698	0.5182417	0.1445357	0.7245269	0.6900767
500.0	0.1084545	0.0000243	0.4247121	0.4081400	0.6065379	0.5912179	0.5254869	0.1195000	0.7796607	0.7214128
550.0	0.4934324	0.1669844	0.3493963	0.4666379	0.6220579	0.5662445	0.4837116	0.5461221	0.7879295	0.7344458
600.0	0.6485525	0.1396843	0.2905074	0.5659879	0.3116094	0.4739788	0.5869444	0.6502586	0.6549880	0.6450217
650.0	0.7971715	0.0786818	0.4188026	0.5786856	0.3052366	0.3214644	0.5316969	0.7105375	0.6432834	0.7139627
700.0	0.5833888	0.0780344	0.4350727	0.6022758	0.1586621	0.3322274	0.4560579	0.6787980	0.6150558	0.7626299
750.0	0.7644667	0.1123633	0.3151357	0.6865068	0.1446601	0.3789285	0.3600829	0.6422636	0.7599346	0.7957661
800.0	0.7656012	0.1890966	0.3121278	0.6589912	0.1015360	0.3403691	0.5459900	0.8619677	0.8074774	0.7599446
850.0	0.6111505	0.1077332	0.4633630	0.6910229	0.2198009	0.3956457	0.4768284	0.6286063	0.6190746	0.6722002
900.0	0.6721184	0.1118654	0.3130161	0.6404274	0.1483400	0.3303212	0.4367724	0.7552463	0.7121735	0.6523538
950.0	0.6289104	0.1164068	0.3330950	0.6113299	0.1128817	0.3811676	0.4847003	0.7976182	0.7135124	0.7852974
1000.0	0.7712319	0.0879682	0.3590816	0.6687344	0.1406588	0.3700837	0.5258812	0.7604233	0.7878045	0.6290981

0.0	0.7291507	0.1646974	0.5393216	0.7087402	0.1237001	0.2432843	0.3970339	0.7599215	0.6285854	0.6076601
50.0	0.5109302	0.1803674	0.3894485	0.6874071	0.1012508	0.4088945	0.1468781	0.3528068	0.4169359	0.7657149
100.0	0.6097374	0.1875477	0.2565762	0.5980135	0.1486603	0.4252275	0.0264118	0.3565534	0.4086711	0.8156564
150.0	0.7059362	0.2070564	0.1696391	0.4758323	0.1471183	0.4733397	0.0259651	0.2819844	0.3558222	0.7042378
200.0	0.7791460	0.2695352	0.2447503	0.3854643	0.1409376	0.5552323	0.0067659	0.1862479	0.4058957	0.6916045
250.0	0.7512179	0.3182197	0.1712229	0.4492310	0.0985869	0.4274730	0.0094517	0.2538905	0.3565842	0.7226358
300.0	0.6662777	0.2300156	0.2081826	0.3920308	0.1500982	0.5281481	0.0019713	0.2450673	0.2789396	0.8015413
350.0	0.6446435	0.2564993	0.2921507	0.3937747	0.1285197	0.5760348	0.0114260	0.1746718	0.2805749	0.7041561
400.0	0.7309197	0.2767497	0.1989521	0.5795062	0.1167303	0.5195734	0.0138563	0.2548303	0.3775839	0.7438145
450.0	0.7241511	0.2384708	0.2291561	0.3893692	0.1496491	0.4616732	0.0025197	0.1916132	0.3453198	0.7157578
500.0	0.6861697	0.2557487	0.2398097	0.2895560	0.1109189	0.4998435	0.0070070	0.1959993	0.3096857	0.6144597
550.0	0.6640881	0.1897509	0.2068039	0.4475400	0.1082641	0.4044676	0.5668736	0.6426656	0.6214781	0.5714713
600.0	0.6374970	0.1523764	0.3196045	0.5663255	0.1010354	0.4860355	0.5977940	0.7231546	0.6409856	0.6966782
650.0	0.7156959	0.1338911	0.4068650	0.6595041	0.1013164	0.4614339	0.6950467	0.7188045	0.6558541	0.7758014
700.0	0.6367377	0.1458993	0.4325222	0.6690486	0.1462886	0.3561251	0.5087046	0.6382091	0.7491581	0.7329435
750.0	0.6861329	0.1471605	0.4342745	0.5726726	0.1460243	0.3473546	0.4667717	0.6700589	0.7790399	0.7393787
800.0	0.7440202	0.1238498	0.4384850	0.7432860	0.1294852	0.2765572	0.5446558	0.7585209	0.6396986	0.6684210
850.0	0.8967149	0.0662469	0.4268514	0.5678651	0.0999712	0.3447260	0.4650374	0.7023964	0.6389196	0.6975826
900.0	0.7564360	0.0664624	0.4127351	0.6886540	0.1245277	0.3897331	0.4798852	0.6957703	0.7970938	0.6599207
950.0	0.6792970	0.0715481	0.3728141	0.5188151	0.0947804	0.2650917	0.4785983	0.7806962	0.5806831	0.7913360
1000.0	0.6020569	0.0930319	0.3585051	0.8028182	0.1239435	0.3540091	0.3951515	0.7849719	0.7304382	0.6863379

0.0	0.7147163	0.0789012	0.4215624	0.6301302	0.0850342	0.3092021	0.4516194	0.6951692	0.8362663	0.6439763
50.0	0.6338617	0.1135145	0.2933042	0.6494650	0.0442124	0.3514063	0.2277307	0.7833732	0.3862019	0.6660204
100.0	0.6247811	0.0807247	0.3235387	0.5906159	0.0269790	0.3053646	0.1633944	0.8113616	0.1997879	0.6863509
150.0	0.7196440	0.0561945	0.3469269	0.4836713	0.0273254	0.3056355	0.1746293	0.8313165	0.1924133	0.7170860
200.0	0.7094180	0.0723323	0.4130727	0.6042179	0.0469687	0.3537859	0.1830969	0.6419759	0.0529535	0.5236239
250.0	0.6711232	0.0573258	0.2922907	0.3472931	0.0250493	0.3008098	0.1575486	0.7444961	0.1137219	0.2911146
300.0	0.5962738	0.1384099	0.2427562	0.3764952	0.0333171	0.3098801	0.2135964	0.8112381	0.0377755	0.2117541
350.0	0.6805381	0.1197610	0.1998363	0.4628633	0.0494189	0.3432863	0.1974683	0.7483208	0.0897643	0.1264955
400.0	0.7371512	0.1229227	0.2400097	0.4117866	0.0284715	0.2891713	0.2231497	0.7271195	0.0679836	0.0998985
450.0	0.6819273	0.0896560	0.2428435	0.3639826	0.0321371	0.3112250	0.1698966	0.7200156	0.0699389	0.1374822
500.0	0.7104574	0.0995470	0.2636132	0.4690353	0.0211690	0.3785478	0.1877961	0.5456798	0.0821805	0.1007580
550.0	0.7680006	0.1356463	0.1216754	0.3653458	0.0860904	0.2640264	0.5704520	0.6508609	0.5045298	0.1422282
600.0	0.8013270	0.0697471	0.1284694	0.3960368	0.0941271	0.3445713	0.6164915	0.8255316	0.6486070	0.5994218
650.0	0.5906615	0.1193078	0.3661953	0.5868999	0.1353537	0.3458663	0.5617800	0.7139359	0.7214906	0.8022524
700.0	0.7513218	0.1188755	0.3591009	0.6718697	0.0890263	0.3166416	0.6509316	0.6390672	0.6535027	0.6646572
750.0	0.7609359	0.0562414	0.4823300	0.7749450	0.0909344	0.3007214	0.6655727	0.6215200	0.7400781	0.6733657
800.0	0.7104486	0.1250612	0.3442142	0.6708727	0.0789572	0.3250779	0.3328730	0.5702048	0.5766519	0.6451817
850.0	0.6785809	0.1409962	0.2309090	0.8145937	0.1246992	0.4497987	0.4102492	0.5818118	0.7278760	0.6745839
900.0	0.5603117	0.1388405	0.2433752	0.7641729	0.1091451	0.2465951	0.5112388	0.6467664	0.8139243	0.7195319
950.0	0.6090010	0.0941102	0.3078480	0.6707907	0.1401569	0.2454982	0.5826744	0.5798400	0.7054992	0.6785874
1000.0	0.6467795	0.1153804	0.3931530	0.7689856	0.1560013	0.3958538	0.6863531	0.7454198	0.6372677	0.7405712
"Time"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"

0.0	0.4020655	0.1818982	0.6189904	0.5217162	0.4907231	0.2905775	0.1509204	0.6901824	0.6501443	0.6842189
50.0	0.4363248	0.4364323	0.5115797	0.4931074	0.5003681	0.2749598	0.1640983	0.6480961	0.7957320	0.3211695
100.0	0.5828226	0.5233391	0.4819272	0.4526215	0.4978291	0.1448605	0.1015871	0.5970290	0.6764022	0.1299197
150.0	0.6472253	0.6454854	0.5107856	0.4962337	0.4083757	0.1917342	0.0491273	0.3936219	0.6647488	0.2335280
200.0	0.6362089	0.5814366	0.4733529	0.4302699	0.6299167	0.1826084	0.0729222	0.2550730	0.6578963	0.1916066
250.0	0.6022782	0.5196272	0.4462199	0.3760071	0.5568129	0.1847347	0.1195612	0.2460792	0.6638962	0.2069549
300.0	0.6640869	0.5466201	0.4724140	0.3441481	0.6189872	0.1333799	0.1056122	0.2576001	0.8637592	0.1535240
350.0	0.6082777	0.7454475	0.4626535	0.3849470	0.5323968	0.1684435	0.1185463	0.3332697	0.8719448	0.1613596
400.0	0.6949220	0.6393925	0.4377361	0.3608998	0.5494333	0.1807243	0.1433115	0.3101953	0.6377243	0.1392038
450.0	0.5554758	0.6271707	0.4323363	0.2593039	0.5337823	0.1398250	0.0836002	0.3174771	0.5832099	0.1652428
500.0	0.6427312	0.6399890	0.3751413	0.2882510	0.6600863	0.1610797	0.0683721	0.2588839	0.6815485	0.2651667
550.0	0.7209177	0.3935922	0.2971343	0.3559519	0.6559882	0.1435763	0.0673398	0.1771854	0.7487243	0.4918322
600.0	0.6811499	0.3072718	0.4542771	0.3337868	0.5134281	0.1728621	0.1486704	0.3835530	0.7432864	0.7008279
650.0	0.5057724	0.3200690	0.4902672	0.3732963	0.6068543	0.1610699	0.2126799	0.4128781	0.8034022	0.7195646
700.0	0.4758828	0.3504601	0.4490175	0.5230997	0.5385776	0.2162442	0.2289655	0.5734423	0.6037372	0.6801855
750.0	0.3295142	0.4000239	0.4233258	0.5132245	0.6039315	0.2789384	0.2524047	0.6674105	0.6157359	0.6945970
800.0	0.2799174	0.3567722	0.4578248	0.4706359	0.5911219	0.1785243	0.1855295	0.6880692	0.6823212	0.8389318
850.0	0.4496409	0.3463174	0.4825112	0.5488616	0.6686194	0.2328851	0.1574845	0.6822880	0.7425262	0.6488367
900.0	0.5717160	0.3304000	0.5422595	0.6823640	0.6660581	0.1885172	0.1935270	0.6272281	0.6415955	0.7877264
950.0	0.3877785	0.2983178	0.4800826	0.5200443	0.5825919	0.2637640	0.1850370	0.6834992	0.7856939	0.7201087
1000.0	0.4553750	0.3371620	0.5122658	0.6288586	0.4563972	0.2798345	0.3016499	0.5481010	0.6896785	0.7397151

0.0	0.4581611	0.2257035	0.5626084	0.5234461	0.4962692	0.3031174	0.2297570	0.6937642	0.7460558	0.6489106
50.0	0.3749804	0.1721153	0.3779921	0.3989029	0.4138714	0.1349825	0.2571892	0.6084279	0.7336594	0.5937868
100.0	0.4217418	0.2384267	0.3972574	0.5146982	0.4189727	0.0893447	0.2273830	0.6244499	0.7659092	0.6869227
150.0	0.3366430	0.2992705	0.3740627	0.5049794	0.5962357	0.0909483	0.2299888	0.6724150	0.7115874	0.7537252
200.0	0.2499014	0.3582564	0.3941415	0.4978376	0.6006902	0.1002908	0.2538753	0.6930115	0.7071899	0.6633972
250.0	0.2737234	0.4352257	0.2725459	0.5161045	0.4959349	0.0883061	0.3817230	0.6135368	0.6027426	0.7013935
300.0	0.3325111	0.4282875	0.3225791	0.4419823	0.5796291	0.1042859	0.3229573	0.7681530	0.7497043	0.6814064
350.0	0.2122354	0.4921822	0.2389849	0.6026499	0.7224540	0.0801769	0.3879428	0.6951728	0.5696459	0.6763535
400.0	0.1498301	0.4574921	0.2301799	0.6688797	0.7690576	0.0294109	0.3922417	0.5447963	0.6707433	0.7088690
450.0	0.2451247	0.5030642	0.1774251	0.4694016	0.6797393	0.0170679	0.4389081	0.6046885	0.7396351	0.7300632
500.0	0.1701566	0.5530817	0.1984740	0.6564297	0.6200624	0.0579434	0.5170096	0.6446692	0.7463829	0.5746864
550.0	0.1086425	0.4626247	0.2174790	0.5202765	0.6869670	0.1380456	0.4354429	0.7599951	0.7368369	0.7024002
600.0	0.1909836	0.3918228	0.3880867	0.5220788	0.7381672	0.1903453	0.3714182	0.7588362	0.7034884	0.6360046
650.0	0.1836008	0.4716362	0.3491348	0.5374820	0.7540388	0.1410568	0.2478276	0.7727969	0.8335992	0.6718710
700.0	0.2205513	0.5283563	0.4071833	0.5485259	0.6729827	0.2159573	0.2313885	0.8180960	0.7380908	0.6705129
750.0	0.3259909	0.4032020	0.3845650	0.6340910	0.7063365	0.1807786	0.2902479	0.7499797	0.7315655	0.7873828
800.0	0.3083667	0.3713634	0.3793938	0.5282505	0.5062751	0.1494583	0.1860490	0.7989865	0.6865393	0.6934347
850.0	0.3643856	0.3314487	0.3834731	0.5992643	0.6167971	0.1835932	0.2234273	0.5304807	0.7531501	0.6597792
900.0	0.3780011	0.3031741	0.4258793	0.5594313	0.5836278	0.2000035	0.1898287	0.7054883	0.6671898	0.7317269
950.0	0.3038731	0.3467816	0.4046684	0.5530428	0.6355353	0.2463763	0.2271572	0.6526798	0.5798259	0.7199275
1000.0	0.3204307	0.4023279	0.4886274	0.4825685	0.7114000	0.1695935	0.2147251	0.7761787	0.6494364	0.7639298

0.0	0.3753814	0.2731395	0.4924589	0.5504108	0.5528336	0.2497045	0.2031089	0.7187899	0.7414678	0.6080243
50.0	0.4128723	0.4108260	0.6834427	0.5153228	0.6676991	0.0547135	0.2605451	0.6719379	0.7244312	0.7441951
100.0	0.4666095	0.4511078	0.8026225	0.5260445	0.5010313	0.0049656	0.3382582	0.7039131	0.6302155	0.7165135
150.0	0.2536035	0.3785132	0.8302501	0.4069169	0.3619933	0.0018238	0.5213052	0.6761976	0.7067202	0.6283813
200.0	0.2208255	0.4589335	0.5617230	0.4209566	0.2772999	0.0050604	0.4980194	0.6846213	0.7359912	0.7347127
250.0	0.1731898	0.5363456	0.5986892	0.4269356	0.3059434	0.0000000	0.4779268	0.6682180	0.8438427	0.7548450
300.0	0.0839269	0.4867287	0.6951766	0.4348759	0.4166579	0.0008128	0.5533641	0.6279706	0.7049180	0.7643248
350.0	0.0819336	0.5344316	0.7558510	0.3719602	0.3569144	0.0021149	0.5454638	0.7784196	0.5931118	0.6625452
400.0	0.1383715	0.5342045	0.7234956	0.4331448	0.3410077	0.0045912	0.5492718	0.7321419	0.7157909	0.7154377
450.0	0.1406981	0.5613535	0.6935609	0.3229258	0.3062343	0.0024807	0.5879963	0.6510095	0.7429989	0.9195539
500.0	0.1040662	0.5214053	0.6075969	0.3770614	0.2653602	0.0097834	0.4723995	0.7384869	0.6727628	0.8974874
550.0	0.1482449	0.3295195	0.2524939	0.4976080	0.4016352	0.2175140	0.3818060	0.6248151	0.7077697	0.7103603
600.0	0.1580255	0.2224649	0.2838245	0.5202097	0.5149204	0.2065279	0.2864829	0.5971917	0.8499153	0.6488469
650.0	0.2471858	0.2481481	0.3760222	0.6384507	0.5986994	0.2447022	0.3083637	0.5965408	0.7094135	0.7529024
700.0	0.2083761	0.3157673	0.4503585	0.6079688	0.6165069	0.2497602	0.2064386	0.6831261	0.5833323	0.7092157
750.0	0.3248987	0.2991065	0.4953523	0.5928709	0.7173052	0.2021067	0.1758729	0.6868844	0.7290777	0.7777224
800.0	0.3762784	0.4269386	0.5664334	0.5446926	0.7188406	0.2682669	0.2531306	0.6466288	0.6489941	0.7497142
850.0	0.3493271	0.3421725	0.4019056	0.6669623	0.6155268	0.2694023	0.2320185	0.6536692	0.8482687	0.5092190
900.0	0.3495900	0.3300094	0.4646423	0.6175802	0.6294141	0.1984135	0.1866882	0.6614563	0.8341271	0.7389340
950.0	0.2598805	0.3781386	0.4413683	0.4658781	0.6778898	0.2826555	0.1871052	0.7406940	0.8412317	0.7838473
1000.0	0.3292579	0.3737563	0.5007463	0.5620513	0.6798557	0.2811664	0.2795934	0.7256188	0.6658837	0.7534587

0.0	0.4622768	0.2739902	0.5049955	0.6249459	0.5980661	0.2090449	0.2192776	0.6377902	0.5971471	0.5649679
50.0	0.3917300	0.2667275	0.5050707	0.4744217	0.4445317	0.1085587	0.2144239	0.6511738	0.6236274	0.2355631
100.0	0.3381173	0.3391996	0.4047053	0.4764002	0.4995945	0.0440034	0.1774869	0.7384922	0.7835681	0.0833484
150.0	0.3917937	0.3249506	0.3693871	0.5983055	0.5968445	0.1184832	0.2435374	0.5978243	0.6952587	0.0403769
200.0	0.5015985	0.4161926	0.2320298	0.5028434	0.5502551	0.0607406	0.2384169	0.6504466	0.7701659	0.0595733
250.0	0.3461782	0.4715159	0.2626559	0.5798283	0.5436646	0.1064820	0.1596687	0.6592695	0.7296266	0.0607981
300.0	0.3599945	0.5617206	0.2072139	0.3796762	0.6098090	0.0997197	0.2197562	0.7405029	0.6910795	0.0444378
350.0	0.3496215	0.5719320	0.2292481	0.6265456	0.6983064	0.0168772	0.2248515	0.7556657	0.8214512	0.0676567
400.0	0.3969050	0.6267968	0.1904602	0.5306555	0.6397052	0.0312366	0.2961576	0.6560485	0.9165796	0.0440650
450.0	0.3631305	0.5449865	0.1162820	0.4922938	0.6621243	0.0170739	0.2475676	0.7967832	0.6698806	0.0656790
500.0	0.3139469	0.5754393	0.0973208	0.6399764	0.7845733	0.0172957	0.2697793	0.6521313	0.5648576	0.0786705
550.0	0.3176896	0.5533341	0.1543823	0.6072403	0.6890868	0.1381619	0.2455261	0.7693894	0.8387348	0.5432584
600.0	0.2775773	0.5390372	0.2397729	0.5623406	0.7910078	0.2286686	0.2251280	0.9348780	0.6545315	0.6569043
650.0	0.3415106	0.5323634	0.3521119	0.5853218	0.7917597	0.2073935	0.2006727	0.7701258	0.7454259	0.6581175
700.0	0.3215824	0.4358656	0.3302148	0.5298032	0.5817015	0.2543697	0.1482648	0.9323727	0.5879291	0.6016777
750.0	0.3628697	0.3821083	0.3419698	0.6312700	0.7618947	0.1767671	0.2099795	0.6740742	0.7277143	0.6278609
800.0	0.4539075	0.5263671	0.4563644	0.4650163	0.8306083	0.1406848	0.3137276	0.6891096	0.9006821	0.7225885
850.0	0.3326342	0.4640227	0.4073395	0.5377108	0.5569501	0.1837112	0.2163986	0.7007968	0.8086392	0.7315596
900.0	0.2950343	0.3605294	0.3781474	0.5273168	0.7527701	0.3376283	0.3034038	0.6621310	0.6025562	0.7422260
950.0	0.3866577	0.3092494	0.4807790	0.5225298	0.6549243	0.2105299	0.2486793	0.6631811	0.6292445	0.7648059
1000.0	0.3795422	0.3172896	0.5527289	0.5469508	0.5011731	0.1652408	0.2428173	0.5530976	0.7751473	0.7161819

0.0	0.4154775	0.2397169	0.4959669	0.5857348	0.7159132	0.2492899	0.2134736	0.5831228	0.6744936	0.7201893
50.0	0.3998052	0.2252860	0.4772804	0.4340595	0.2991923	0.0780607	0.2373410	0.6571817	0.6670840	0.5411725
100.0	0.4228158	0.2216793	0.4691466	0.4788728	0.1905752	0.0370747	0.2910859	0.7543102	0.6734133	0.5677904
150.0	0.2796698	0.4219183	0.3066927	0.5896497	0.2483347	0.0342564	0.3250989	0.6136467	0.8646771	0.6147728
200.0	0.2601166	0.4339671	0.3372230	0.4785458	0.1921919	0.0157752	0.3999873	0.7977978	0.7954159	0.7332679
250.0	0.2210326	0.4571579	0.2474588	0.5321029	0.2669531	0.0137025	0.5092015	0.6534619	0.7628979	0.8036094
300.0	0.1495203	0.4771082	0.1182074	0.4430145	0.2717975	0.0185902	0.4619693	0.6907217	0.6915134	0.7784938
350.0	0.1732128	0.5082440	0.1164832	0.5402285	0.2548700	0.0297369	0.5190388	0.6414852	0.6617624	0.7923966
400.0	0.0825579	0.4902959	0.0704105	0.5916108	0.1894726	0.0127410	0.5457448	0.6433934	0.7588571	0.6711555
450.0	0.1796919	0.5261913	0.0318369	0.5148511	0.1856623	0.0186152	0.4045781	0.6723430	0.6668932	0.5738433
500.0	0.1373466	0.3662405	0.0345195	0.5708156	0.2419308	0.0410638	0.4869037	0.7803673	0.7375738	0.5606448
550.0	0.1292964	0.3948572	0.1118931	0.5300614	0.5497361	0.1463700	0.5243733	0.7676792	0.7473611	0.7279286
600.0	0.1438038	0.4326265	0.3727391	0.6493050	0.7127043	0.2223647	0.2778267	0.7045326	0.8560382	0.7265287
650.0	0.1448828	0.3623404	0.4109848	0.6655606	0.6580266	0.2054626	0.3540231	0.6928945	0.8424522	0.8574016
700.0	0.1593869	0.4086572	0.3989827	0.5629326	0.7517694	0.2469109	0.2321264	0.6440414	0.9100941	0.7076795
750.0	0.2722693	0.3675928	0.5976305	0.5533842	0.5435349	0.1459306	0.2148203	0.6328140	0.6182821	0.6092727
800.0	0.2936389	0.3810624	0.4583762	0.5565289	0.6009212	0.1968859	0.2275673	0.6545913	0.9551114	0.6907856
850.0	0.2817484	0.3494646	0.4464442	0.5047424	0.5979325	0.2106636	0.2192280	0.7125327	0.7902754	0.6939599
900.0	0.3490528	0.3210237	0.4244093	0.5851851	0.4682077	0.2318231	0.2271304	0.6537432	0.7057026	0.6938187
950.0	0.4882586	0.3672320	0.4899888	0.4662241	0.6365590	0.2631575	0.3144062	0.7866398	0.6795116	0.7100374
1000.0	0.3559940	0.2780319	0.4882910	0.4615893	0.6982929	0.2285201	0.2426274	0.6139216	0.7335369	0.6613777
"Time"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"

0.0	0.7092469	0.5224476	0.6308975	0.1394379	0.0401847	0.0729688	0.0202207	0.4621819	0.2101934	0.6554687
50.0	0.2279885	0.8480507	0.5616334	0.1339598	0.1951750	0.0426242	0.0199029	0.5920428	0.1984816	0.2171273
100.0	0.0801993	0.7926468	0.4793057	0.1401007	0.1725278	0.1679281	0.0143681	0.3962421	0.1801327	0.1219033
150.0	0.0076769	0.5559337	0.5055724	0.1414032	0.2251933	0.2943288	0.0158604	0.3550142	0.1072519	0.0779711
200.0	0.0046517	0.6365198	0.4290587	0.1442380	0.2037084	0.4379994	0.0408760	0.2613854	0.1924393	0.0654002
250.0	0.0030494	0.7041884	0.3878433	0.2170082	0.1931549	0.5146696	0.0399287	0.1716148	0.2518462	0.0382168
300.0	0.0007902	0.6534565	0.3570323	0.1620024	0.1946324	0.5729150	0.1067147	0.1186897	0.3888936	0.0733433
350.0	0.0000000	0.6678519	0.3983808	0.2329352	0.2132886	0.6265009	0.1203489	0.1852291	0.5708313	0.0932096
400.0	0.0020354	0.6222983	0.3293948	0.1401137	0.2295281	0.6487877	0.1214910	0.1355590	0.7595672	0.0701113
